First Name,Gender,Senior Management,Team,Start Date,Last Login Time,Salary,Bonus %
Christopher,Male,false,Marketing,12/04/2000,11:40 PM,63829.0,7.684
Kimberly,Female,false,Engineering,10/22/2022,10:35 AM,61473.0,8.247
Kevin,Female,false,Legal,08/31/2012,6:25 PM,108627.0,6.205
Anthony,Male,false,Marketing,12/20/1996,1:45 AM,65232.0,12.189
Michelle,,true,Finance,08/25/2020,10:45 PM,124027.0,13.398
Barbara,Male,false,Client Services,12/20/2023,2:10 PM,111095.0,13.235
Robert,Female,false,Product,03/06/2009,1:45 PM,93216.0,6.65
Barbara,Female,false,Distribution,06/23/2012,12:00 PM,67256.0,6.174
Sarah,Male,false,Client Services,03/24/2003,12:55 PM,110037.0,9.241
Stephen,Female,false,Engineering,12/18/2004,5:25 AM,93374.0,11.931
Dorothy,Male,true,Engineering,01/26/1998,8:50 AM,112630.0,12.693
Cynthia,Male,false,Marketing,05/06/1997,9:30 AM,80820.0,4.118
Brenda,Male,false,Marketing,01/02/2017,8:20 PM,97324.0,6.438
Timothy,Male,false,Human Resources,07/30/2012,7:55 PM,74379.0,10.053
Christopher,Male,false,Sales,12/09/2018,5:25 AM,98242.0,8.965
William,Female,true,Business Development,04/06/2007,2:45 PM,109532.0,12.001
Linda,Male,false,Human Resources,07/08/2022,1:20 AM,66509.0,7.097
Jessica,Male,false,Sales,01/09/2011,1:00 PM,52976.0,9.486
Donna,Female,false,Distribution,12/21/2021,4:35 AM,52445.0,13.861
Rebecca,Male,true,Business Development,08/05/2001,8:50 AM,83041.0,7.781
,Female,false,Legal,03/19/2019,1:50 AM,45350.0,7.405
James,Male,true,Human Resources,06/27/2023,11:35 AM,124661.0,14.049
Gary,Female,false,Finance,04/07/1997,7:55 AM,75650.0,8.019
William,Male,false,Legal,04/09/2016,12:20 PM,112943.0,4.467
Sarah,Female,false,Sales,07/13/2015,8:55 PM,83277.0,11.833
Sarah,Male,true,Marketing,08/15/2009,11:30 PM,107540.0,10.62
Rebecca,Female,true,Client Services,02/13/2020,7:00 AM,111858.0,3.083
Stephen,Female,false,Sales,07/20/1998,3:40 AM,80544.0,7.029
Nancy,Male,false,Legal,01/19/2001,1:55 PM,103605.0,5.601
Nicholas,Male,true,Human Resources,07/28/1995,11:00 PM,109384.0,7.085
Steven,Male,false,Client Services,12/01/2022,6:50 PM,93139.0,7.996
Ashley,Female,false,Marketing,01/14/1997,2:25 AM,62282.0,4.423
Susan,Male,false,Sales,10/29/2007,10:05 PM,85295.0,11.115
Edward,Female,false,Business Development,12/14/2000,9:15 AM,82035.0,8.037
Nicholas,Male,true,Sales,09/10/2007,3:30 PM,124402.0,12.789
Linda,Male,false,Business Development,12/09/2013,1:30 AM,78960.0,9.679
Amy,Male,true,Engineering,04/16/2006,6:00 AM,133966.0,5.715
Gary,Male,false,Engineering,01/27/2010,4:55 AM,84996.0,9.641
Eric,Female,false,Product,06/10/1996,5:15 PM,53393.0,13.548
Eric,Male,false,Distribution,04/11/2012,7:50 PM,84676.0,8.163
Nancy,Female,false,Sales,02/27/2000,1:40 PM,93158.0,0.59
Daniel,Male,true,Legal,09/17/2017,2:10 AM,118389.0,3.887
Christopher,Female,false,Legal,09/19/2010,8:20 PM,92029.0,6.488
Brian,Female,false,Legal,08/10/2002,8:05 PM,111038.0,5.669
Susan,Female,true,Legal,06/05/2005,3:00 PM,149402.0,11.301
Joshua,Male,false,Engineering,03/19/2023,8:15 AM,76489.0,8.373
Amanda,Male,false,Marketing,10/19/2006,6:15 PM,105192.0,3.899
Ashley,Male,true,Marketing,06/19/2010,3:55 AM,104229.0,4.721
Lisa,Female,false,Sales,03/15/2003,5:25 AM,58043.0,9.329
Patricia,Female,false,Product,01/20/2019,5:15 AM,78209.0,12.188
Jason,Female,false,Finance,12/04/2005,1:40 AM,116773.0,9.372
Angela,Male,false,Engineering,11/03/2016,12:35 PM,103739.0,11.038
Kathleen,Female,false,Finance,11/24/2013,8:15 AM,89351.0,4.911
Jeffrey,Male,false,Engineering,08/25/2020,10:55 AM,79477.0,10.878
George,Male,true,Legal,03/19/2009,11:45 PM,120773.0,7.434
Nicholas,Male,false,Product,09/09/1999,5:35 AM,106910.0,3.605
Christopher,Female,true,Product,11/25/2001,1:45 AM,114839.0,12.24
Ashley,Female,false,Engineering,03/30/2006,7:55 PM,52489.0,5.364
Brian,Male,false,Legal,11/05/2005,4:05 PM,73629.0,1.539
Andrew,Male,true,Client Services,01/11/2011,9:40 AM,71448.0,7.018
Edward,Female,false,Client Services,06/19/2017,4:15 PM,72327.0,14.198
Sharon,Male,false,Marketing,03/23/2008,3:00 AM,84437.0,13.116
David,Female,,Distribution,01/15/2022,3:35 AM,95722.0,13.959
Edward,Female,false,Marketing,11/05/2007,7:35 PM,77174.0,10.496
Ryan,Female,true,Business Development,05/02/1996,10:45 PM,105084.0,13.157
Melissa,Male,false,Sales,10/19/2008,6:10 AM,63267.0,5.708
Richard,Male,true,,08/29/2011,12:40 PM,119171.0,12.456
Linda,Male,false,Engineering,07/25/2000,3:00 AM,115055.0,10.785
Donna,Female,true,Sales,04/09/2004,7:05 PM,134632.0,3.436
Elizabeth,Male,true,Human Resources,07/10/2012,10:45 PM,107046.0,8.523
Shirley,Male,false,Engineering,02/08/2014,11:45 PM,87250.0,11.038
Sandra,Male,false,Product,06/19/2021,6:50 PM,81110.0,14.733
Angela,Female,false,Legal,09/05/2020,5:50 AM,121868.0,8.019
Andrew,Female,false,Product,09/07/1995,1:15 PM,79025.0,11.141
Barbara,Male,false,Human Resources,05/10/2010,8:00 AM,73675.0,11.474
Brian,Female,true,Human Resources,07/30/2010,2:25 AM,130633.0,6.119
Steven,Male,true,Engineering,03/23/1999,2:30 PM,88216.0,8.263
Matthew,Female,false,Business Development,07/17/2021,10:15 PM,111649.0,12.159
Paul,Female,false,Finance,12/28/2006,8:20 PM,97030.0,12.045
Dorothy,Male,true,Marketing,11/22/2022,3:30 PM,127830.0,8.627
Christopher,Male,false,Sales,01/10/2013,6:40 PM,108805.0,
Lisa,Male,true,Legal,08/24/2001,3:15 PM,146528.0,8.104
Jason,Male,false,Client Services,07/09/2002,8:35 AM,83991.0,4.197
David,Male,false,Business Development,07/13/1999,5:10 PM,80434.0,9.693
Thomas,Female,false,Finance,08/15/2019,7:00 AM,105577.0,5.523
Stephanie,Female,false,Engineering,04/01/2015,1:20 PM,95792.0,
Brian,Male,false,Distribution,01/05/1997,7:30 AM,104305.0,10.185
Angela,Female,false,Finance,04/10/1995,9:30 PM,89289.0,9.702
Joshua,Male,false,Finance,06/24/2023,12:20 PM,78525.0,6.326
Stephanie,Female,false,Marketing,09/01/1996,11:35 AM,65952.0,11.103
Michael,Male,false,Sales,10/28/2021,3:25 PM,113656.0,10.826
George,Female,false,Distribution,12/29/1996,3:25 PM,69088.0,
Sarah,Female,false,Marketing,12/03/2004,5:35 PM,77180.0,10.065
Linda,Male,true,Distribution,03/15/2007,3:00 AM,91629.0,10.76
Karen,Female,true,Client Services,04/27/2011,4:20 AM,128765.0,10.543
Susan,Female,false,Sales,10/31/2011,7:00 PM,76309.0,8.262
Laura,Male,false,Engineering,06/25/2000,8:20 AM,102278.0,5.179
Patricia,Female,true,Sales,08/27/2016,5:25 PM,114503.0,10.369
Cynthia,Male,false,Distribution,06/16/2002,2:50 PM,90434.0,4.87
Brenda,Female,false,Business Development,04/10/2013,1:10 PM,94383.0,10.108
Richard,Female,false,Legal,09/24/2005,8:50 PM,113993.0,4.482
Nicholas,Female,true,Engineering,12/27/2016,1:35 AM,106105.0,11.362
Kevin,,false,Client Services,09/29/2010,8:05 PM,94156.0,16.712
Robert,Female,false,Finance,07/22/1996,8:45 AM,117979.0,7.565
Michelle,Female,false,Finance,06/04/2018,9:25 PM,105091.0,11.937
Joseph,Female,false,Legal,07/04/2023,11:40 PM,108696.0,9.716
Robert,Male,true,Distribution,04/05/2023,2:40 AM,106753.0,9.844
David,Female,false,Business Development,04/29/2017,3:55 PM,92268.0,9.614
Jonathan,Male,false,Client Services,09/29/2014,6:50 PM,77358.0,12.698
Daniel,Female,false,Human Resources,11/17/1999,9:10 AM,81462.0,8.355
Anna,Female,false,Finance,12/17/1996,12:10 AM,76035.0,10.698
Thomas,Male,false,Marketing,06/24/2003,6:15 PM,96295.0,16.872
Angela,Male,false,Engineering,12/13/2001,12:00 AM,112328.0,0.5
Barbara,Female,false,Engineering,04/04/2019,2:35 PM,41675.0,11.283
Ronald,Female,false,Distribution,04/14/2010,7:10 AM,90528.0,6.559
Gary,Male,true,Sales,02/07/2006,11:50 PM,90743.0,7.539
William,Male,false,Sales,03/03/2023,7:45 PM,104541.0,10.104
Donna,Female,true,Client Services,04/24/1998,9:45 PM,118695.0,11.826
Kenneth,Female,false,Business Development,01/02/2007,7:35 PM,88848.0,
Jeffrey,Male,false,Sales,05/23/2017,7:20 PM,81321.0,6.936
Nancy,Male,false,Finance,10/12/2015,11:30 AM,90400.0,6.14
Steven,Male,false,Legal,08/21/2009,4:15 PM,64780.0,13.364
Amy,Male,true,,11/30/2014,5:10 PM,121501.0,15.53
Gary,Male,false,Legal,12/12/2013,2:30 PM,85803.0,7.025
Kenneth,Female,true,Engineering,11/27/2002,9:55 AM,124429.0,12.008
Jacob,Male,false,Business Development,05/23/2020,5:40 AM,,16.996
Steven,Female,true,Distribution,04/15/2002,10:00 AM,141464.0,11.033
Edward,Female,false,Engineering,06/12/2012,1:00 PM,99538.0,6.098
Kenneth,Female,false,Legal,08/04/2008,5:05 PM,111340.0,8.148
Mary,Male,true,Engineering,06/30/1999,1:05 AM,94198.0,13.18
Anna,Female,false,Product,01/14/2004,5:10 AM,106891.0,2.746
Kathleen,Male,false,Marketing,11/18/2008,3:40 AM,109062.0,12.02
William,Female,false,Finance,07/29/2019,12:00 PM,92666.0,16.439
Laura,Male,true,Finance,12/21/2000,7:30 PM,111371.0,16.282
Kenneth,Male,false,Business Development,12/17/1998,2:30 PM,83820.0,11.886
Laura,Male,false,Finance,11/27/2002,3:15 PM,114983.0,7.026
Daniel,Female,false,Business Development,06/17/2010,11:40 AM,112964.0,9.876
George,Female,true,Finance,10/06/2018,5:45 PM,106597.0,14.437
Sarah,Male,false,Finance,03/25/2002,2:15 AM,86965.0,9.436
Nicholas,Female,,Human Resources,08/14/2001,4:35 PM,78129.0,6.68
George,Male,false,Client Services,08/27/1996,12:40 PM,121086.0,10.003
Michael,Male,false,Engineering,02/20/2019,1:30 AM,87749.0,9.535
Emily,Male,false,Legal,12/16/2003,8:00 PM,94109.0,9.777
Nancy,Female,false,Human Resources,03/04/1997,6:05 PM,59754.0,8.73
Anthony,Male,true,Sales,07/12/2010,11:55 AM,134958.0,10.379
Brian,Male,true,Marketing,04/24/2014,9:30 PM,119947.0,13.064
Paul,Female,false,Finance,03/28/1996,9:20 AM,113559.0,10.27
Shirley,Male,false,Human Resources,07/09/2008,9:55 PM,83050.0,11.979
Robert,Female,false,Legal,09/30/2018,12:25 PM,100316.0,2.228
Eric,Female,false,Human Resources,01/05/2006,6:05 PM,90334.0,16.567
Cynthia,Male,false,Finance,06/30/1998,5:00 PM,79752.0,12.484
Linda,Female,false,Distribution,12/26/2009,9:40 PM,75650.0,10.739
Charles,Female,true,Sales,05/22/1998,1:55 PM,108251.0,16.471
Cynthia,Male,true,Distribution,10/30/2023,8:50 AM,94991.0,16.359
Mark,Male,false,Sales,03/01/1995,6:45 PM,87833.0,14.013
Charles,Male,false,Product,10/12/2015,10:05 AM,113685.0,13.686
Amy,Male,true,Distribution,11/22/1998,3:30 PM,110445.0,10.982
Mary,Male,true,Distribution,08/22/2006,7:15 PM,154357.0,6.092
William,Male,true,Legal,08/21/2021,1:00 AM,106308.0,8.078
Susan,Female,false,Human Resources,05/17/2005,9:00 PM,56699.0,8.859
Sarah,Male,true,Finance,04/30/2022,2:40 AM,73412.0,4.118
Stephen,Male,true,Sales,06/24/1996,2:00 AM,74859.0,4.171
Karen,Male,,Finance,02/02/2006,3:30 AM,104236.0,2.931
Anthony,Female,false,Business Development,01/13/2023,5:55 AM,80348.0,12.275
Paul,Female,false,Marketing,11/26/2008,6:10 AM,98251.0,8.617
Richard,Male,true,Finance,01/12/2020,11:00 AM,110631.0,8.562
Linda,Male,true,Product,03/20/2004,12:10 PM,131029.0,1.824
Sarah,Male,false,Legal,01/11/2016,7:15 AM,86965.0,11.228
Michael,Female,true,Client Services,09/14/1999,10:40 AM,111871.0,11.211
Sharon,Male,false,Human Resources,07/05/2006,6:40 PM,91163.0,0.5
Michael,Female,false,Client Services,05/24/2005,10:15 PM,87125.0,10.466
Matthew,Female,true,Marketing,10/09/2003,10:05 PM,144118.0,14.226
Melissa,Male,false,Business Development,07/13/2013,2:40 PM,63518.0,10.148
Brenda,Female,false,Finance,05/17/2006,6:25 PM,101310.0,9.213
Brian,Female,false,Legal,10/19/2023,10:00 AM,74032.0,6.94
Patricia,Female,true,Marketing,02/11/2016,12:40 AM,121215.0,5.793
Carol,Female,true,Business Development,08/25/2000,12:25 PM,119553.0,7.936
David,Male,false,Distribution,09/14/2023,1:30 AM,90351.0,4.318
Angela,Male,false,Legal,10/22/2021,12:05 AM,98796.0,9.747
Angela,Male,true,Human Resources,06/20/2010,8:40 AM,92112.0,6.706
Paul,Male,false,Marketing,03/26/1999,1:30 PM,42432.0,4.87
Ashley,Male,false,Engineering,05/14/2008,9:55 PM,99887.0,4.146
Mary,Male,true,Human Resources,03/15/2007,7:40 PM,145854.0,11.266
Betty,Male,true,Client Services,12/16/2017,3:10 AM,130164.0,7.55
Betty,Female,false,Client Services,03/01/2019,4:10 AM,71000.0,9.076
Steven,Female,false,Distribution,12/11/2018,2:55 AM,68288.0,7.042
Kimberly,Male,true,Engineering,06/06/2015,5:25 PM,134649.0,6.551
Mark,Male,true,Business Development,05/18/2008,1:10 AM,137910.0,9.498
Jason,Female,true,Human Resources,01/13/2014,4:40 AM,120102.0,10.004
Anthony,Male,true,Distribution,04/27/2019,4:30 AM,108545.0,3.204
Elizabeth,Female,false,Distribution,12/04/2021,8:50 PM,118676.0,11.337
Matthew,Male,false,Business Development,03/01/2017,6:25 AM,116713.0,5.754
Lisa,Female,true,Marketing,02/06/2015,10:50 AM,140973.0,9.259
Joshua,Female,false,Business Development,06/06/1999,3:40 AM,83162.0,13.65
Carol,Female,false,Engineering,07/25/2023,5:10 AM,129417.0,12.641
Jennifer,Female,true,Business Development,07/20/2019,5:30 PM,105696.0,11.691
Donald,Female,false,Engineering,08/12/2008,8:40 PM,91101.0,1.205
Sandra,Male,false,Client Services,04/15/2010,8:55 PM,89959.0,14.0
Eric,Male,false,Distribution,09/08/2022,10:40 AM,79111.0,7.514
Jacob,Male,false,Engineering,08/16/2020,11:20 AM,77789.0,8.478
Gary,Male,false,Client Services,07/17/2013,10:30 PM,88146.0,12.938
Patricia,Female,true,Engineering,02/17/2006,1:05 PM,124486.0,14.746
Cynthia,Male,false,Sales,08/20/2013,4:20 AM,83698.0,5.684
Richard,Male,false,Client Services,04/15/2020,8:35 AM,85319.0,8.084
Amanda,Female,true,Product,09/04/2021,11:20 PM,107921.0,13.526
Joshua,Male,false,Client Services,12/06/1996,6:25 PM,84232.0,3.392
Amanda,Female,true,Legal,01/08/2001,2:00 AM,98361.0,15.929
Emily,Female,true,Engineering,10/28/2013,3:10 AM,128059.0,13.014
Amy,Female,false,Distribution,07/27/1999,2:25 AM,55667.0,4.1
Christopher,Male,false,Legal,02/25/2015,4:20 PM,83505.0,8.18
Ashley,Male,false,Client Services,07/14/2008,10:05 PM,81053.0,0.9
Sarah,Female,false,Distribution,09/01/2013,9:05 AM,94973.0,13.759
Thomas,Female,false,Human Resources,06/01/2021,3:50 PM,98283.0,8.986
Eric,Male,false,Human Resources,04/07/1995,4:20 PM,70447.0,6.087
Edward,Male,false,Product,05/08/2014,11:40 PM,49591.0,8.392
Sandra,Male,false,Sales,08/16/1999,5:15 PM,85011.0,4.221
Mark,Female,false,Business Development,05/05/2016,2:55 PM,59674.0,12.427
Paul,Female,false,Distribution,09/11/2011,2:00 AM,80924.0,9.926
Edward,Male,false,Human Resources,12/18/2016,2:25 AM,69758.0,3.199
Melissa,Female,false,Business Development,05/27/1995,3:25 PM,127428.0,7.574
Ashley,Female,false,Finance,08/27/1999,7:50 AM,94498.0,1.757
Eric,Male,false,Legal,07/15/2014,9:00 PM,111850.0,8.106
James,Female,true,Business Development,05/05/2022,6:00 AM,112407.0,11.741
Jason,Male,true,Product,10/23/2016,4:05 AM,110911.0,8.471
,Male,false,Marketing,02/06/2023,5:25 AM,110386.0,11.765
Donald,Male,false,Distribution,11/12/2002,12:00 AM,72244.0,6.787
William,Female,false,Sales,06/20/1996,12:25 PM,97286.0,6.423
Timothy,Male,false,Finance,12/01/2002,9:10 PM,98535.0,9.132
Christopher,Male,false,Distribution,01/12/1996,1:30 AM,66209.0,15.261
Ronald,Male,false,Product,11/07/2021,1:45 AM,82813.0,3.102
William,Male,false,Human Resources,08/30/2001,3:25 AM,98444.0,4.402
Nancy,Female,false,Engineering,10/27/2015,1:45 PM,68653.0,7.366
Brian,Female,false,Business Development,09/16/2013,6:35 AM,72294.0,11.16
Sarah,Female,false,Sales,05/28/1995,11:20 PM,72414.0,12.761
Gary,Male,false,Sales,06/18/2002,1:00 PM,102589.0,8.717
Sandra,Female,false,Product,10/23/2006,10:15 AM,114801.0,7.082
Barbara,Male,false,Finance,07/04/1995,8:05 PM,94057.0,11.152
Sandra,Male,false,Client Services,03/09/1998,5:30 AM,81428.0,12.337
Sandra,Male,false,Client Services,03/28/1998,4:55 AM,80769.0,13.121
Brian,Female,false,Product,11/23/2011,7:20 PM,85162.0,5.675
Ronald,Male,false,Distribution,08/12/2013,12:30 PM,103085.0,7.033
Eric,Female,false,Marketing,10/26/2013,1:10 PM,90932.0,
Joseph,Female,false,Marketing,03/12/2006,3:00 PM,67656.0,4.946
Daniel,Female,true,Human Resources,06/10/1995,1:15 AM,90136.0,9.305
Jeffrey,Female,false,Distribution,07/24/2009,12:15 PM,81261.0,5.312
Elizabeth,Female,false,Product,04/21/2007,10:15 AM,85468.0,1.096
